Customer ID,Loan Sanction Amount (USD)
C-37407,22543.344
C-4667,29317.477
C-870,155556.06
C-40234,29400.928
C-45480,37493.625
C-46978,52207.71
C-49589,32708.855
C-5321,41710.117
C-46278,38866.086
C-29297,38782.637
C-39869,28081.283
C-28333,57481.0
C-10055,100327.77
C-44785,47061.855
C-39986,81997.49
C-36165,80274.03
C-2367,32792.31
C-26660,26951.55
C-32033,18685.504
C-43065,15746.471
C-32515,81429.62
C-39993,63451.945
C-2246,18593.918
C-19899,105599.49
C-44412,18685.504
C-24568,15746.471
C-29773,32708.855
C-300,59198.438
C-38297,47061.855
C-8636,27997.832
C-7959,20650.09
C-43887,15515.24
C-4075,18070.133
C-37181,44107.99
C-21083,18070.133
C-4788,53763.156
C-33228,22543.344
C-41391,47311.98
C-19752,70470.51
C-41061,84685.15
C-6662,37577.074
C-48712,15746.471
C-13928,101186.695
C-9728,18070.133
C-47204,33346.94
C-20045,40294.004
C-7209,123241.76
C-18382,40887.03
C-10916,74548.33
C-48903,10880.783
C-38904,17687.207
C-32593,37577.074
C-9048,64771.17
C-37578,53763.156
C-38143,20375.629
C-23709,57481.0
C-8910,37577.074
C-27059,18593.918
C-24215,51684.027
C-23824,122076.78
C-17589,81997.49
C-39287,46852.613
C-32171,29400.928
C-12546,52457.836
C-24239,38866.086
C-6113,86388.02
C-15188,66753.195
C-22120,20840.21
C-3357,57481.0
C-19494,19815.229
C-19380,13729.996
C-28606,20080.635
C-32700,8136.691
C-3985,47061.855
C-13245,20840.21
C-17295,9078.722
C-42572,74548.33
C-21026,32792.31
C-6728,18685.504
C-12093,153589.52
C-41017,52457.836
C-37118,20375.629
C-49995,21114.672
C-9584,9078.722
C-19975,10880.783
C-1013,26660.574
C-34132,11477.633
C-19447,8302.361
C-20653,12798.3125
C-18692,124516.664
C-14106,20375.629
C-22145,37493.625
C-45198,38866.086
C-10494,59766.33
C-48520,38866.086
C-14916,97622.81
C-9824,68130.734
C-457,15746.471
C-6562,89160.21
C-11370,36717.68
C-46172,70640.336
C-7527,46974.95
C-32642,46852.613
C-10655,18593.918
C-33238,158522.72
C-392,27997.832
C-29865,84685.15
C-31976,37493.625
C-18186,18685.504
C-21784,9078.722
C-27555,38866.086
C-14999,53763.156
C-41534,122076.78
C-21775,33079.88
C-31977,90668.98
C-10424,32405.492
C-27140,111764.15
C-39693,80274.03
C-25141,37577.074
C-32653,15805.713
C-17001,37577.074
C-19476,47061.855
C-17706,8425.361
C-25019,32078.566
C-38089,47539.95
C-10005,19815.229
C-17573,32792.31
C-31972,20375.629
C-44501,91086.21
C-41700,43494.21
C-33185,46974.95
C-10278,83328.12
C-30780,47061.855
C-2352,18593.918
C-28874,81997.49
C-37727,57481.0
C-49290,90536.11
C-38655,12798.3125
C-37466,37577.074
C-33819,11477.633
C-26038,63125.797
C-45396,82853.81
C-33216,32792.31
C-46183,33079.88
C-393,29400.928
C-9450,81997.49
C-34659,19851.85
C-30598,15746.471
C-41496,87724.88
C-35872,82961.68
C-25719,21886.484
C-16967,58800.227
C-9511,19851.85
C-36616,27005.627
C-48071,63451.945
C-7439,38866.086
C-39139,15746.471
C-34258,10880.783
C-6423,19815.229
C-41931,8136.691
C-15403,19851.85
C-37804,10880.783
C-25538,20375.629
C-31843,15360.781
C-25218,21421.902
C-17209,81997.49
C-18813,57481.0
C-32185,44107.99
C-5524,47061.855
C-12097,15515.24
C-37822,8302.361
C-49184,158522.72
C-8375,69592.88
C-32678,159503.55
C-21384,47061.855
C-36740,23353.209
C-35959,47061.855
C-19009,38782.637
C-23729,18593.918
C-1054,40609.066
C-37831,10880.783
C-6559,20108.646
C-45304,74548.33
C-11185,80274.03
C-49920,23353.209
C-6261,53763.156
C-2075,29400.928
C-20614,32708.855
C-37054,57481.0
C-41510,15746.471
C-746,20005.557
C-36549,32792.31
C-5155,21421.902
C-48036,51684.027
C-25984,47330.707
C-5033,38153.4
C-8320,86001.414
C-1524,63451.945
C-6002,15746.471
C-33717,44107.99
C-31478,57481.0
C-13204,53763.156
C-47458,20375.629
C-39104,132650.0
C-23067,18960.816
C-41111,44107.99
C-32263,69592.88
C-38528,47330.707
C-4828,91086.21
C-37801,87724.88
C-37462,20375.629
C-27518,24039.059
C-3486,18593.918
C-6082,96656.11
C-46936,153589.52
C-7534,26148.227
C-22042,47539.95
C-8380,47061.855
C-8097,153589.52
C-22301,81997.49
C-25168,94607.67
C-17928,15746.471
C-8806,66753.195
C-18915,57481.0
C-31868,59766.33
C-16159,25085.336
C-24991,70640.336
C-46836,37577.074
C-40715,47311.98
C-3654,51684.027
C-32865,29317.477
C-21491,20375.629
C-30253,100327.77
C-41989,57481.0
C-36344,25085.336
C-838,20562.863
C-14192,10880.783
C-7684,37577.074
C-12757,69038.516
C-36976,10880.783
C-7030,153589.52
C-41940,8425.361
C-9132,18685.504
C-14582,21421.902
C-35322,32792.31
C-29051,90668.98
C-17292,19678.621
C-39140,27997.832
C-15593,52207.71
C-48978,100327.77
C-37053,27781.574
C-5094,57481.0
C-7420,16238.736
C-34738,68029.43
C-18985,17687.207
C-30030,15515.24
C-2356,10880.783
C-24417,90241.36
C-47632,22581.396
C-27907,29317.477
C-27141,32708.855
C-3784,52207.71
C-1918,21421.902
C-5107,32708.855
C-40057,44107.99
C-33320,33163.33
C-28025,32792.31
C-21806,12798.3125
C-18126,24039.059
C-41572,90241.36
C-13169,27997.832
C-31655,32078.566
C-28274,9078.722
C-7313,97017.78
C-45915,47061.855
C-11428,90668.98
C-30183,22543.344
C-24890,32708.855
C-36682,32792.31
C-1761,63451.945
C-35735,46852.613
C-14607,19678.621
C-38236,40609.066
C-22093,66753.195
C-18959,20375.629
C-39313,41889.008
C-15984,68029.43
C-21917,135699.33
C-32008,47061.855
C-7221,18685.504
C-48471,26951.55
C-25090,118697.5
C-15530,89160.21
C-13510,31460.68
C-22895,57481.0
C-13542,20280.018
C-1806,16238.736
C-20064,90250.266
C-40071,57481.0
C-30039,29400.928
C-32339,27221.885
C-35559,47061.855
C-8969,80274.03
C-46089,33079.88
C-49481,72996.34
C-47349,80274.03
C-88,32708.855
C-25698,10880.783
C-17276,25085.336
C-46660,69592.88
C-1172,58800.227
C-29192,52207.71
C-37084,32708.855
C-13657,32708.855
C-21305,47061.855
C-32955,47061.855
C-39628,53437.008
C-42397,17071.84
C-40441,40609.066
C-41245,47061.855
C-21533,10880.783
C-18542,73081.414
C-32684,32708.855
C-41563,64289.78
C-33288,18960.816
C-12225,52349.973
C-2031,37493.625
C-31422,46852.613
C-36331,47311.98
C-997,10540.957
C-40411,37577.074
C-26855,15515.24
C-8029,52207.71
C-48685,10880.783
C-31194,20375.629
C-2853,96656.11
C-24456,63963.633
C-3630,37577.074
C-42137,53763.156
C-20025,9078.722
C-37596,70314.734
C-34112,37577.074
C-43264,47061.855
C-1929,64181.918
C-48763,57481.0
C-29675,32708.855
C-40161,77811.31
C-17076,16270.253
C-9194,17071.84
C-10185,38866.086
C-29471,73081.414
C-24116,83589.945
C-8449,80274.03
C-32788,24039.059
C-13562,81997.49
C-2347,15746.471
C-34939,17071.84
C-41122,12798.3125
C-19641,10880.783
C-32629,57481.0
C-19956,122076.78
C-16108,20375.629
C-36735,103011.66
C-13092,95801.875
C-20684,16064.561
C-18684,52207.71
C-40764,11196.136
C-24669,27781.574
C-38502,69038.516
C-27548,37577.074
C-45955,37577.074
C-42916,44107.99
C-48045,81429.62
C-33126,15515.24
C-26986,90250.266
C-6574,23353.209
C-12911,17071.84
C-28130,69959.04
C-39260,23353.209
C-34999,15746.471
C-37816,17687.207
C-9870,81997.49
C-41404,32708.855
C-11337,16270.253
C-21878,32708.855
C-49861,32792.31
C-20239,84452.81
C-44364,32708.855
C-37693,22543.344
C-20839,18685.504
C-18552,23353.209
C-14980,20562.863
C-16003,121521.15
C-42827,73797.875
C-4219,8136.691
C-11677,60693.266
C-8875,52207.71
C-29415,32792.31
C-2706,57481.0
C-42830,70640.336
C-11723,38782.637
C-42675,100484.03
C-47006,100327.77
C-6919,32708.855
C-28348,28081.283
C-22642,21421.902
C-24560,90536.11
C-49807,13729.996
C-37540,19678.621
C-36544,15805.713
C-22421,44107.99
C-13900,81997.49
C-4230,18070.133
C-20276,37577.074
C-42291,37577.074
C-26670,44107.99
C-9189,12798.3125
C-22053,20375.629
C-12297,79947.875
C-21408,28081.283
C-11613,73081.414
C-29159,83328.12
C-41736,152880.03
C-42923,47061.855
C-16959,20375.629
C-22122,53763.156
C-25754,66753.195
C-13529,32708.855
C-6136,38153.4
C-35724,10280.218
C-48000,80274.03
C-15262,66753.195
C-27494,29317.477
C-18627,153589.52
C-22246,12798.3125
C-41668,29317.477
C-42447,17595.621
C-42336,16238.736
C-49689,11477.633
C-46235,40609.066
C-39800,29317.477
C-47081,21421.902
C-8863,44107.99
C-9157,159503.55
C-12393,92421.18
C-8595,8425.361
C-31500,37577.074
C-20255,22306.936
C-28803,87724.88
C-3497,57481.0
C-38310,58800.227
C-44126,20840.21
C-8729,37493.625
C-42443,29317.477
C-42654,47061.855
C-46391,38866.086
C-24334,90825.234
C-40054,32708.855
C-28900,47061.855
C-37838,87724.88
C-1189,11477.633
C-5446,21421.902
C-18945,46974.95
C-8640,18593.918
C-49642,31932.908
C-12214,96656.11
C-30885,38782.637
C-31068,116739.0
C-37541,21051.83
C-10041,27997.832
C-45988,53763.156
C-39341,27997.832
C-28486,87724.88
C-19409,17687.207
C-19739,16762.516
C-34540,38866.086
C-46707,11477.633
C-17492,32708.855
C-3890,16064.561
C-48846,40609.066
C-21450,25614.297
C-888,17071.84
C-20044,153589.52
C-19014,16762.516
C-41456,37493.625
C-23799,27997.832
C-17286,18070.133
C-33761,38131.71
C-492,119824.6
C-43593,29317.477
C-13548,19851.85
C-833,12798.3125
C-40177,20840.21
C-29534,10880.783
C-24673,12798.3125
C-43609,25085.336
C-49847,69592.88
C-33668,29317.477
C-17859,20375.629
C-12033,37577.074
C-30114,104493.59
C-37451,29317.477
C-42281,57481.0
C-37994,23353.209
C-29885,116041.02
C-37983,68029.43
C-28700,20375.629
C-10189,32708.855
C-3108,57481.0
C-8712,100484.03
C-41096,157299.33
C-4319,18070.133
C-3881,80274.03
C-18088,124035.28
C-1243,73081.414
C-22715,101001.14
C-32183,40609.066
C-46117,10880.783
C-27876,29400.928
C-8493,32792.31
C-40622,40609.066
C-9213,37577.074
C-8167,105806.52
C-28680,38866.086
C-20714,81997.49
C-21015,20375.629
C-8882,67206.83
C-46869,15746.471
C-22000,12798.3125
C-28368,111764.15
C-31313,25085.336
C-11597,8136.691
C-20509,153589.52
C-29817,37493.625
C-24065,20108.646
C-4642,29317.477
C-27655,8136.691
C-7569,57481.0
C-48462,32708.855
C-40479,41710.117
C-21585,47330.707
C-43646,44107.99
C-43616,38866.086
C-4445,21421.902
C-25988,9078.722
C-29982,119825.03
C-22519,19851.85
C-4732,58800.227
C-37459,44107.99
C-34858,57481.0
C-10008,40609.066
C-7840,37493.625
C-40694,16329.495
C-11077,37493.625
C-2943,87724.88
C-44222,43494.21
C-33233,37577.074
C-35720,29317.477
C-45223,15360.781
C-42604,69592.88
C-38853,11196.136
C-39669,25085.336
C-13792,52207.71
C-44773,20375.629
C-4820,69592.88
C-47487,17687.207
C-3648,29317.477
C-36876,47061.855
C-15540,17071.84
C-24479,21421.902
C-46956,32708.855
C-15303,92421.18
C-16301,72152.51
C-8768,37577.074
C-48974,38866.086
C-12415,38866.086
C-37967,10880.783
C-21951,29400.928
C-31289,38782.637
C-32108,47330.707
C-15712,37577.074
C-34151,10880.783
C-49455,10994.515
C-25,46852.613
C-47269,20375.629
C-49297,79947.875
C-4921,38782.637
C-35913,90825.234
C-20052,96474.68
C-4414,20650.09
C-45896,54364.977
C-19408,47061.855
C-8232,72925.64
C-46395,40609.066
C-43507,74548.33
C-8075,44107.99
C-33030,122264.49
C-34133,8302.361
C-15626,21340.26
C-47066,153589.52
C-35423,101044.18
C-14505,37577.074
C-6419,25085.336
C-3026,81997.49
C-40519,57481.0
C-28638,66753.195
C-6459,86001.414
C-32664,32792.31
C-8691,84685.15
C-33175,53437.008
C-10801,22306.936
C-45406,18070.133
C-45210,37577.074
C-33334,57373.137
C-15360,26660.574
C-6626,26951.55
C-43926,10994.515
C-12728,18070.133
C-31879,22543.344
C-21740,19851.85
C-11208,17071.84
C-47271,15515.24
C-19678,18593.918
C-37742,46852.613
C-26535,43927.82
C-7981,92421.18
C-19469,37577.074
C-45495,11477.633
C-30206,44107.99
C-42055,32708.855
C-358,21421.902
C-848,10540.957
C-37697,10880.783
C-8063,69592.88
C-6018,57481.0
C-29511,17071.84
C-9029,16238.736
C-47879,37493.625
C-35772,25085.336
C-6336,52207.71
C-6141,47539.95
C-3857,20650.09
C-24626,31995.115
C-8973,10880.783
C-3491,57481.0
C-35631,37577.074
C-32915,70470.51
C-38335,31995.115
C-21503,47539.95
C-36622,10880.783
C-344,20005.557
C-33876,32708.855
C-37743,19851.85
C-35233,37577.074
C-47668,8136.691
C-30580,69592.88
C-44639,20375.629
C-3597,52207.71
C-16615,85869.1
C-33547,21497.07
C-2812,40609.066
C-31466,18593.918
C-7853,53763.156
C-17390,86001.414
C-13895,81997.49
C-791,90825.234
C-45126,12798.3125
C-18253,52207.71
C-15233,16064.561
C-8464,32708.855
C-16248,87940.4
C-8572,18070.133
C-36110,47462.473
C-44606,11477.633
C-44188,16270.253
C-15095,22543.344
C-9770,87940.4
C-49164,21421.902
C-22909,12798.3125
C-4247,10880.783
C-21985,29373.604
C-48739,37493.625
C-12270,21886.484
C-33481,100484.03
C-48296,37577.074
C-28125,24039.059
C-42052,19851.85
C-32304,46852.613
C-36499,21886.484
C-48149,38782.637
C-29292,80274.03
C-3303,132650.0
C-26139,37493.625
C-2781,122076.78
C-19133,73081.414
C-19390,17687.207
C-25546,59766.33
C-35625,16854.102
C-34844,33163.33
C-38043,53763.156
C-1848,25085.336
C-16222,100327.77
C-40099,100484.03
C-47770,21886.484
C-41234,80274.03
C-25442,100327.77
C-11896,87724.88
C-28857,51360.465
C-24888,19218.818
C-48102,80274.03
C-25383,26951.55
C-788,32708.855
C-3722,15360.781
C-5433,16762.516
C-6302,10994.515
C-5595,69959.04
C-33284,19678.621
C-44407,59766.33
C-37421,101044.18
C-44737,81997.49
C-9554,8136.691
C-7379,20840.21
C-23085,19484.598
C-17784,27410.496
C-21719,8302.361
C-45823,57481.0
C-46961,88526.8
C-13561,26660.574
C-49206,29317.477
C-46393,66753.195
C-46890,17687.207
C-35116,32792.31
C-31039,57481.0
C-10804,38866.086
C-33118,29400.928
C-5416,32708.855
C-1973,97622.81
C-26663,37577.074
C-21887,19742.6
C-41514,18960.816
C-37928,15805.713
C-18032,66753.195
C-36840,27781.574
C-24173,29317.477
C-29531,74548.33
C-43270,8302.361
C-4425,32708.855
C-27687,57481.0
C-21457,37577.074
C-23751,37577.074
C-32723,116739.0
C-14800,22306.936
C-22587,8136.691
C-25805,11477.633
C-38545,11477.633
C-21693,37577.074
C-13386,29317.477
C-15636,16329.495
C-3329,69301.71
C-30193,69592.88
C-15396,107757.87
C-23253,33163.33
C-39837,96499.85
C-16454,53763.156
C-27817,96656.11
C-37556,47061.855
C-46057,53763.156
C-48474,70640.336
C-2090,8425.361
C-11582,57481.0
C-38493,68029.43
C-30365,11477.633
C-34851,8136.691
C-17069,37577.074
C-23747,66575.086
C-20190,19851.85
C-30229,44107.99
C-22930,32708.855
C-9788,41710.117
C-6503,24039.059
C-45262,68029.43
C-42125,90825.234
C-34198,15746.471
C-6404,88035.98
C-46955,33079.88
C-24171,57373.137
C-2,11477.633
C-30681,29317.477
C-36864,118697.5
C-45117,22543.344
C-9646,17687.207
C-45372,17595.621
C-25741,63451.945
C-40728,72642.3
C-2774,46852.613
C-16603,101699.12
C-43561,24039.059
C-14945,38866.086
C-43480,57154.85
C-44292,10880.783
C-28380,66753.195
C-8138,8136.691
C-4178,20202.4
C-16736,37577.074
C-41963,100327.77
C-31384,81997.49
C-14667,22306.936
C-38942,53763.156
C-10714,37577.074
C-20134,19851.85
C-41726,21886.484
C-24850,44997.363
C-29288,55082.383
C-1164,52207.71
C-47672,10880.783
C-37919,37493.625
C-37597,51684.027
C-38076,32792.31
C-24477,29400.928
C-23914,57481.0
C-13301,32792.31
C-18539,53437.008
C-23044,8136.691
C-21502,47061.855
C-40449,17071.84
C-28586,17071.84
C-34718,122076.78
C-41186,119824.6
C-47296,42264.754
C-20525,59766.33
C-12347,11196.136
C-25324,18593.918
C-9161,16238.736
C-142,37493.625
C-24807,8425.361
C-38145,51684.027
C-36162,10880.783
C-22871,10994.515
C-23871,21421.902
C-10886,130970.38
C-24266,17071.84
C-767,15515.24
C-47811,27997.832
C-35686,96656.11
C-38776,89160.21
C-19205,95251.914
C-11544,18960.816
C-30961,37577.074
C-27896,10880.783
C-43973,16238.736
C-19217,66753.195
C-6700,11477.633
C-24717,111764.15
C-234,44107.99
C-27257,69038.516
C-15186,20375.629
C-19423,40609.066
C-34623,32708.855
C-35508,37577.074
C-32209,11477.633
C-13543,32792.31
C-49876,22543.344
C-35561,63451.945
C-4654,100327.77
C-43417,68470.64
C-17946,69038.516
C-24941,18070.133
C-25018,19678.621
C-48632,15746.471
C-42012,19851.85
C-340,87724.88
C-7306,29317.477
C-7686,53763.156
C-7859,32708.855
C-7909,88322.86
C-8351,81997.49
C-34669,32792.31
C-11556,106789.64
C-13389,32792.31
C-36628,122076.78
C-13333,8425.361
C-49643,44107.99
C-28367,25614.297
C-21252,38866.086
C-33744,37577.074
C-47128,19851.85
C-38056,106786.94
C-46932,42477.54
C-19919,21497.07
C-20342,153589.52
C-20495,53763.156
C-48255,19851.85
C-16199,15515.24
C-38294,25085.336
C-22310,32792.31
C-28767,8302.361
C-6701,18070.133
C-45110,32792.31
C-314,32708.855
C-13294,22306.936
C-21535,18070.133
C-8253,84685.15
C-33158,32708.855
C-25415,53655.293
C-45958,97017.78
C-41650,76234.04
C-31177,37493.625
C-23397,37577.074
C-25316,90825.234
C-49620,32792.31
C-7322,66753.195
C-12612,26660.574
C-43390,25085.336
C-48040,132650.0
C-28288,152880.62
C-4185,153589.52
C-40164,132650.0
C-48273,40294.004
C-29580,12798.3125
C-3067,21421.902
C-19236,29400.928
C-48357,37493.625
C-23266,16762.516
C-42866,32708.855
C-676,64289.78
C-35834,37577.074
C-24786,29317.477
C-8283,11477.633
C-19547,57481.0
C-42908,81997.49
C-24980,38866.086
C-44864,21421.902
C-27674,32708.855
C-41126,31995.115
C-29181,63451.945
C-37609,44107.99
C-49723,32708.855
C-20105,47539.95
C-12704,66753.195
C-8961,57481.0
C-7910,32708.855
C-44942,107757.87
C-6706,18593.918
C-16896,73465.195
C-49732,25085.336
C-7595,11477.633
C-43888,40609.066
C-17945,95490.59
C-35849,15360.781
C-6745,24313.52
C-15353,25614.297
C-17401,15805.713
C-12059,33346.94
C-24289,10880.783
C-34904,21886.484
C-17468,159503.55
C-13138,47061.855
C-15230,29400.928
C-49224,116041.02
C-41150,18685.504
C-6187,32792.31
C-18733,19678.621
C-37017,41710.117
C-27327,101197.945
C-30429,47061.855
C-27748,18070.133
C-13802,37577.074
C-18475,21421.902
C-45774,19851.85
C-8072,53763.156
C-35908,8302.361
C-23109,31995.115
C-26822,21421.902
C-24707,115729.74
C-20526,18685.504
C-30424,44107.99
C-49418,12798.3125
C-26479,15805.713
C-8387,57481.0
C-6655,33312.582
C-37042,66753.195
C-279,12798.3125
C-31834,37577.074
C-11843,66753.195
C-16974,17595.621
C-33171,34589.066
C-32055,37493.625
C-37019,16039.022
C-33443,87724.88
C-20162,23353.209
C-28139,29400.928
C-34162,37493.625
C-31262,16238.736
C-1638,47539.95
C-24102,22306.936
C-17127,18685.504
C-44900,15515.24
C-20150,10880.783
C-49986,25289.09
C-18561,87724.88
C-21931,89055.51
C-10454,64099.633
C-2782,74548.33
C-16404,106315.9
C-34884,19576.184
C-14495,33079.88
C-27484,32708.855
C-7349,130917.17
C-41417,29317.477
C-11043,153589.52
C-8502,38685.918
C-5180,17071.84
C-31406,29400.928
C-34649,57481.0
C-40853,81997.49
C-20794,10880.783
C-16072,44107.99
C-14349,47061.855
C-40156,27871.2
C-4038,17595.621
C-37995,32708.855
C-13929,20202.4
C-29045,19851.85
C-42664,15515.24
C-44027,15515.24
C-25864,32708.855
C-38973,101044.18
C-3245,18960.816
C-47958,106501.516
C-40066,32792.31
C-10888,47061.855
C-16474,15360.781
C-49410,32708.855
C-17402,38866.086
C-36328,37493.625
C-40670,32708.855
C-31272,9747.549
C-6845,27781.574
C-5943,29317.477
C-15088,52207.71
C-22899,11477.633
C-45980,107603.195
C-41751,32792.31
C-10843,29317.477
C-26299,10880.783
C-47615,15746.471
C-49981,10880.783
C-10084,73081.414
C-31452,8425.361
C-31035,76801.914
C-14133,12798.3125
C-7290,18070.133
C-34603,20280.018
C-6808,32708.855
C-35252,152488.64
C-16224,19678.621
C-2123,8136.691
C-20269,15805.713
C-3363,66753.195
C-18074,17071.84
C-48195,44107.99
C-769,27997.832
C-19321,17071.84
C-44401,70470.51
C-15922,20840.21
C-3637,32792.31
C-46072,20293.986
C-29609,47539.95
C-29405,21421.902
C-46731,40609.066
C-25601,111747.914
C-44012,15746.471
C-29369,37493.625
C-25011,40609.066
C-23207,47061.855
C-4665,32792.31
C-8285,23353.209
C-38097,32792.31
C-1543,40609.066
C-44795,47453.043
C-4112,55480.594
C-40573,52685.805
C-41959,79784.24
C-3176,40609.066
C-41033,47061.855
C-14605,70640.336
C-37909,53763.156
C-28392,38866.086
C-35127,47061.855
C-41441,90668.98
C-49240,15746.471
C-9254,19851.85
C-33056,25085.336
C-43487,70470.51
C-31785,19850.645
C-11568,53763.156
C-29018,66534.46
C-39340,80274.03
C-21831,45667.77
C-13230,41889.008
C-9835,90668.98
C-10699,26951.55
C-23007,53763.156
C-2300,47061.855
C-31891,47061.855
C-4265,81997.49
C-20562,92421.18
C-4390,97278.914
C-8428,9078.722
C-2751,57481.0
C-34744,107022.97
C-45670,18685.504
C-38245,90668.98
C-41939,73081.414
C-10157,12798.3125
C-38888,96499.85
C-33270,15746.471
C-5472,27997.832
C-14616,153589.52
C-19117,65737.26
C-3437,91086.21
C-15329,10880.783
C-39235,23353.209
C-24641,37577.074
C-15036,57481.0
C-14242,46852.613
C-3728,47061.855
C-1765,10880.783
C-5902,100327.77
C-24292,87724.88
C-13776,53763.156
C-36051,96499.85
C-2842,37577.074
C-12723,20375.629
C-30610,39420.723
C-13165,28271.195
C-47253,12798.3125
C-11392,46852.613
C-17208,101186.695
C-8934,27997.832
C-48894,57154.85
C-48350,8425.361
C-1789,66860.62
C-35400,83916.1
C-11614,20840.21
C-21786,37577.074
C-40739,40609.066
C-7029,66753.195
C-16579,17071.84
C-41354,15746.471
C-9342,100327.77
C-23382,29317.477
C-29485,47330.707
C-15651,81997.49
C-39917,100327.77
C-7671,17071.84
C-39282,21051.83
C-21149,66753.195
C-1448,75078.445
C-39303,47539.95
C-11872,20375.629
C-37779,17071.84
C-20397,38782.637
C-26516,87724.88
C-29533,57481.0
C-5251,44107.99
C-25386,33079.88
C-10254,46852.613
C-37841,66753.195
C-2018,16238.736
C-31570,43494.21
C-6772,96499.85
C-1580,8302.361
C-49057,10880.783
C-5047,32708.855
C-32868,19678.621
C-36351,21421.902
C-6689,44787.203
C-18302,18070.133
C-34550,81997.49
C-14418,10880.783
C-16447,10994.515
C-36895,44787.203
C-31133,32792.31
C-46500,137583.19
C-14708,27997.832
C-13161,68749.92
C-25885,44107.99
C-39364,15746.471
C-12420,15746.471
C-32549,47539.95
C-45704,21886.484
C-2891,21421.902
C-47673,19678.621
C-46341,100327.77
C-30949,95490.59
C-27623,10880.783
C-10958,153589.52
C-42024,23353.209
C-21104,114142.18
C-38909,32792.31
C-8514,32708.855
C-10203,10880.783
C-46525,24039.059
C-12190,160489.27
C-26683,25085.336
C-15257,24313.52
C-26435,40609.066
C-11065,16854.102
C-31630,38866.086
C-18907,124035.28
C-47372,61096.945
C-26836,10880.783
C-12677,68029.43
C-38971,46852.613
C-1616,8425.361
C-21112,29400.928
C-37592,33079.88
C-46546,66753.195
C-30863,37577.074
C-10001,37577.074
C-12619,20840.21
C-7921,38866.086
C-21357,8302.361
C-9054,16762.516
C-19124,40428.9
C-7316,37577.074
C-6049,20375.629
C-49882,20840.21
C-33154,81997.49
C-44743,16238.736
C-1066,57154.85
C-47532,38131.71
C-3512,64289.78
C-19255,33163.33
C-10924,38131.71
C-1762,57154.85
C-30312,37577.074
C-16059,24039.059
C-3136,12798.3125
C-43703,40609.066
C-38855,10880.783
C-5503,57481.0
C-14067,37577.074
C-36975,68470.64
C-463,20562.863
C-10586,122076.78
C-30419,25085.336
C-31374,105806.52
C-15714,101699.12
C-35189,38866.086
C-5954,118534.63
C-44721,68029.43
C-12821,29317.477
C-20369,101855.375
C-17183,57481.0
C-48631,100302.6
C-12319,15746.471
C-29652,20650.09
C-10569,10880.783
C-42555,32708.855
C-49936,68470.64
C-34746,96499.85
C-2768,18685.504
C-2106,37577.074
C-45701,59766.33
C-32656,38866.086
C-44920,17595.621
C-17853,10880.783
C-48536,17071.84
C-5939,40609.066
C-6762,57481.0
C-18773,37577.074
C-21196,44107.99
C-312,11477.633
C-40534,20840.21
C-13039,37577.074
C-27855,16270.253
C-6584,19851.85
C-43990,69038.516
C-34226,11477.633
C-12681,17595.621
C-49427,20375.629
C-39201,19576.184
C-44712,20375.629
C-47721,26951.55
C-27587,116041.02
C-16103,87724.88
C-12506,16238.736
C-13462,38416.12
C-44408,153589.52
C-37866,101855.375
C-18163,18070.133
C-2320,20375.629
C-12294,29317.477
C-46728,81997.49
C-22855,84117.27
C-7662,81997.49
C-15113,10880.783
C-20519,15805.713
C-27670,51684.027
C-39069,8425.361
C-42194,8136.691
C-4931,44107.99
C-34262,15746.471
C-36278,15746.471
C-9745,32792.31
C-32965,106789.64
C-11169,101044.18
C-30108,32708.855
C-36971,44107.99
C-27076,74548.33
C-10506,20375.629
C-41071,38866.086
C-12346,153589.52
C-6146,37493.625
C-40504,38866.086
C-24748,23353.209
C-30042,17687.207
C-31074,38866.086
C-29886,15746.471
C-6487,44107.99
C-28352,111983.79
C-49267,22543.344
C-42058,10880.783
C-15928,153589.52
C-13500,70470.51
C-48084,37577.074
C-10346,18685.504
C-34627,8136.691
C-15672,44107.99
C-7707,116739.0
C-6903,10880.783
C-10817,32708.855
C-18206,70314.734
C-6089,53763.156
C-33310,46852.613
C-5506,27194.508
C-10962,37577.074
C-35038,18685.504
C-10855,57373.137
C-38824,10540.957
C-44423,23353.209
C-49903,118697.5
C-49878,32708.855
C-5512,73081.414
C-46581,25085.336
C-11,57481.0
C-44459,10880.783
C-29870,153589.52
C-35195,38782.637
C-27400,15746.471
C-8788,53763.156
C-44237,15360.781
C-388,29317.477
C-49271,44107.99
C-20656,137583.19
C-49203,18070.133
C-43472,120493.13
C-10063,8136.691
C-4808,41395.055
C-25609,8302.361
C-12211,29317.477
C-15760,22543.344
C-27919,70314.734
C-19092,15746.471
C-32740,17595.621
C-5640,10880.783
C-7009,57154.85
C-13874,10880.783
C-31759,33163.33
C-43897,40609.066
C-37295,32792.31
C-8344,96656.11
C-31364,10880.783
C-25634,87765.9
C-32030,15805.713
C-31094,47061.855
C-3165,25168.787
C-11198,25168.787
C-20906,130917.17
C-21399,10880.783
C-41066,26735.297
C-47509,47061.855
C-49794,66753.195
C-37619,89659.72
C-5317,15746.471
C-39929,44787.203
C-11037,20375.629
C-36837,43494.21
C-35114,37493.625
C-7749,41376.49
C-4900,16762.516
C-16436,10994.515
C-17520,15746.471
C-15876,87071.62
C-44869,29400.928
C-1886,18593.918
C-34919,69038.516
